id,name,x86_64-linux,aarch64-linux,aarch64-darwin
mysql-shell_9,,,329143231
mystmd,,,329088090
nagiosPlugins.check_interfaces,328480827,328480821,328480835
naja,,,328480878
nanobench,,,328480955
nbd,,,328739331
ndstool,,,328481253
netcdf,,,328912501
netfoil,,,328739559
netperf,,,328481905
netron,,,329218712
neverest,328482024,328482029,328482007
newlib-nano,,328482031,328482038
newlib,,328482055,328482022
nexa,,328852109,
nextcloud-spreed-signaling,328739671,,
ngadmin,,,328482163
nihstro,,,328482302
nixpkgs-openjdk-updater,329143420,329143421,329143428
nmstate,,,328483700
nodehun,,,329088242
nono,,,328952047
notesnook,,,329242731
ns-3,328852428,,
ntfy-sh,,,329088279
ntp,,,328484388
numr,,328484508,328484514
nvidia-mig-parted,,,328740229
nylon,328484823,328484840,
obitools3,328484927,328484912,328484928
ocamlPackages.class_group_vdf,,,328485649
ocamlPackages.ecaml,,,328486178
ocamlPackages.gapi-ocaml,,,328486502
ocamlPackages.janeStreet.ecaml,,,328487027
ocamlPackages.janeStreet.janestreet_cpuid,,328487139,328487115
ocamlPackages.janestreet_cpuid,,328487531,328487530
ocamlPackages.llvm,,,328487780
ocamlPackages.magic-trace,,329143710,
ocamlPackages.owl,,,328488795
ocamlPackages.stog,,,328489728
ocamlPackages_latest.class_group_vdf,,,328490727
ocamlPackages_latest.ecaml,,,328491290
ocamlPackages_latest.gapi-ocaml,,,328491551
ocamlPackages_latest.janeStreet.ecaml,,,328492167
ocamlPackages_latest.janeStreet.janestreet_cpuid,,328492252,328492253
ocamlPackages_latest.janestreet_cpuid,,328492003,328491996
ocamlPackages_latest.llvm,,,328492909
ocamlPackages_latest.magic-trace,,329143769,
ocamlPackages_latest.owl,,,328493850
ocamlPackages_latest.stog,,,328494841
octavePackages.bsltl,,,329143802
octavePackages.cgi,,,329143797
octavePackages.control,,,329143835
octavePackages.dataframe,,,329143813
octavePackages.datatypes,,,329143841
octavePackages.divand,,,329143861
octavePackages.doctest,,,329143830
octavePackages.fpl,,,329143843
octavePackages.fuzzy-logic-toolkit,,,329143846
octavePackages.ga,,,329143849
octavePackages.general,,,329143853
octavePackages.generate_html,,,329143856
octavePackages.image,,,329143891
octavePackages.instrument-control,,,329143868
octavePackages.interval,,,329143871
octavePackages.io,,,329143877
octavePackages.linear-algebra,,,329143880
octavePackages.lssa,,,329143884
octavePackages.matgeom,,,329143892
octavePackages.miscellaneous,,,329143898
octavePackages.mvn,,,329143903
octavePackages.nan,,,329143908
octavePackages.nurbs,,,329143920
octavePackages.ocl,,,329143925
octavePackages.octclip,,,329143930
octavePackages.octproj,,,329143935
octavePackages.optics,,,329143937
octavePackages.optiminterp,,,329143941
octavePackages.quaternion,,,329143945
octavePackages.queueing,,,329143949
octavePackages.sockets,,,329143954
octavePackages.splines,,,329143963
octavePackages.stk,,,329143969
octavePackages.struct,,,329143965
octavePackages.symbolic,,,329143982
octavePackages.video,,,329143999
octavePackages.zeromq,,,329143991
olive-editor,328974654,328974656,
onednn_2,,328496056,
open-policy-agent,,,329144103
open5gs-webui,,,329088614
openbabel,,328853266,
opencloud-desktop-shell-integration-resources,,,328974686
opencloud-desktop,,,328974684
opencomposite,,,328496465
opengothic,,329226041,
openmvs,,,328496807
openpa,,,328496826
openroad,,,329242791
openrussian-cli,328496967,328496968,328496938
opensaml-cpp,328496944,328496966,328497004
openssh-askpass,,,328497065
opn2bankeditor,,,328974778
osmctools,,,328497568
osrm-backend,,,328497625
outguess,,,328497736
owl,328497790,,
owncloud-client,,,328974835
oxker,,,329218992
p4c,328853762,328853791,
packcc,,,329144235
pam_gnupg,,,328498073
pam_xdg,,328853851,328498133
pantalaimon-headless,329144251,329144250,
pantalaimon,329144246,329144247,
partclone-utils,,,328498710
pawn-appetit,,,329088748
paxtest,328498971,328498979,
pcem,,329144310,
pdf-cli,,328854236,
perl5Packages.SessionToken,328505078,328505101,
perlPackages.SessionToken,328512689,328512697,
pgadmin4,,,329226125
phytool,,,328517342
picat,,,328517370
picolibc,,328517451,328517438
pidginPackages.purple-plugin-pack,328952912,328952904,
pijuice,329144522,329144523,
pike,,329088887,
piped,,,329088896
pipx,328855236,328855224,328517753
pixieditor,,,329219192
pkgsRocm.aider-chat-with-bedrock,329243231,,
pkgsRocm.aider-chat-with-browser,329243224,,
pkgsRocm.aider-chat-with-playwright,329243221,,
pkgsRocm.aider-chat,329243229,,
pkgsRocm.fotema,329243252,,
pkgsRocm.migrate,329243320,,
pkgsRocm.mlflow-server,329226192,,
pkgsRocm.python3Packages.gpuctypes,329243463,,
pkgsRocm.python3Packages.mlflow,329226378,,
pkgsRocm.python3Packages.sirius,329243680,,
pkgsRocm.sirius,329243758,,
pkgsRocm.tabby,329243762,,
plzip,,,328519598
pmars-x11,,,328519612
pnetcdf,,,328519651
podofo,,,328519787
podofo_0_10,,,328746159
podofo_1_0,,,328519799
pokefinder,,328975817,328975816
polkadot,,,328519935
postgresql14Packages.pointcloud,,,329089323
